title,year,sentiment_analysis,recommend
Clicker Heroes,2015.0,97,58
Face It - A game to fight inner demons,2015.0,3,2
FSX: Steam Edition - Diamond DA40 Add-On,2015.0,2,1
Total War: WARHAMMER,2012.0,2,1
Total War: WARHAMMER,2013.0,4,2
Total War: WARHAMMER,2014.0,24,13
Total War: WARHAMMER,2015.0,11,6
Downfall,2013.0,2,1
Roguelands,2011.0,4,2
Roguelands,2015.0,2,1
Freshman Year,2015.0,2,1
Transcendence,2015.0,2,1
One Manga Day,2015.0,2,1
Transmissions: Element 120,2012.0,2,1
Transmissions: Element 120,2013.0,2,1
Transmissions: Element 120,2014.0,6,3
Transmissions: Element 120,2015.0,7,4
Battle Brothers,2014.0,2,1
Hacknet,2014.0,7,4
Hacknet,2015.0,9,6
Tom Clancy’s The Division™,2012.0,2,1
Tom Clancy’s The Division™,2013.0,5,3
Tom Clancy’s The Division™,2014.0,15,9
Tom Clancy’s The Division™,2015.0,16,9
OlliOlli2: Welcome to Olliwood,2015.0,2,1
Blender,2014.0,3,2
Blender,2015.0,12,6
Flying Tigers: Shadows Over China,2015.0,2,1
Iggy's Egg Adventure,2015.0,2,1
Wurm Unlimited,2015.0,2,1
Savage Resurrection,2015.0,4,2
PAYDAY 2: The Alesso Heist,2015.0,6,4
Adorables,2014.0,2,1
Call of Duty®: Black Ops III - Season Pass,2014.0,2,1
Vernon's Legacy,2012.0,2,1
Seduce Me the Otome,2015.0,10,5
Angels Fall First,2014.0,1,1
Pixel Star,2015.0,2,1
Poly Bridge,2015.0,6,3
Dragon's Dogma: Dark Arisen,2013.0,4,2
Dragon's Dogma: Dark Arisen,2014.0,8,5
Dragon's Dogma: Dark Arisen,2015.0,14,8
oO,2015.0,4,2
Hook,2013.0,1,1
Hook,2014.0,2,1
Hook,2015.0,11,6
Controller Companion,2015.0,6,3
Aero's Quest,2015.0,4,2
Kingdom: Classic,2013.0,4,2
Kingdom: Classic,2014.0,8,4
Kingdom: Classic,2015.0,8,4
CrossCode,2014.0,4,2
CrossCode,2015.0,6,3
60 Seconds!,2015.0,4,2
Her Story,2011.0,2,1
Assassin's Creed® Syndicate,2015.0,4,2
Sirius Online,2015.0,2,1
No Time To Explain Remastered,2014.0,1,1
No Time To Explain Remastered,2015.0,4,2
Obliteracers,2013.0,2,1
Obliteracers,2014.0,2,1
Garbage Day,2014.0,2,1
PAYDAY 2: The OVERKILL B-Sides Soundtrack,2015.0,2,1
Despair,2015.0,3,2
Pongo,2015.0,2,1
Amygdala,2015.0,2,1
Airport Madness: World Edition,2014.0,2,1
Adventure Time: Finn and Jake Investigations,2013.0,2,1
Let the Cat in,2015.0,4,2
NotGTAV,2015.0,23,14
Templar Battleforce,2015.0,2,1
Lilly and Sasha: Nexus of Souls,2015.0,2,1
LOOP: A Tranquil Puzzle Game,2015.0,2,1
Ruzh Delta Z,2015.0,2,1
NBA 2K16,2014.0,4,2
NBA 2K16,2015.0,4,2
Season of 12 Colors,2014.0,3,2
Season of 12 Colors,2015.0,1,1
TIS-100,2015.0,2,1
Pixel Galaxy,2015.0,2,1
Fated Souls,2015.0,1,1
Waste Walkers,2014.0,2,1
Super 3-D Noah's Ark,2015.0,2,1
Making History: The Calm and the Storm Gold Edition,2014.0,2,1
Halcyon 6: Starbase Commander,2014.0,2,1
Teddy Floppy Ear - The Race,2015.0,1,1
Grey Cubes,2015.0,1,1
Tap Heroes,2015.0,1,1
Far Cry® Primal,2012.0,2,1
Far Cry® Primal,2014.0,5,3
Far Cry® Primal,2015.0,4,2
Tree of Savior (English Ver.),2012.0,2,1
Tree of Savior (English Ver.),2013.0,2,1
Tree of Savior (English Ver.),2014.0,4,3
Tree of Savior (English Ver.),2015.0,8,4
Spooky Cats,2015.0,1,1
The Lost Mythologies,2014.0,2,1
The Lost Mythologies,2015.0,2,1
RPG MO,2015.0,4,2
Kung Fury: Street Rage,2015.0,14,8
Cast of the Seven Godsends - Redux,2014.0,2,1
Contradiction - Spot The Liar!,2014.0,4,2
Contradiction - Spot The Liar!,2015.0,4,2
Divinity: Original Sin - Enhanced Edition,2014.0,1,1
Divinity: Original Sin - Enhanced Edition,2015.0,5,3
LiEat,2014.0,2,1
LiEat,2015.0,8,4
Portal Knights,2014.0,2,1
Portal Knights,2015.0,2,1
Winter Sports Trilogy Super Pack,2015.0,1,1
PAYDAY 2: The Golden Grin Casino Heist,2015.0,4,2
PAYDAY 2: Sokol Character Pack,2013.0,2,1
PAYDAY 2: Sokol Character Pack,2015.0,5,4
DARK SOULS™ III,2013.0,13,7
DARK SOULS™ III,2014.0,35,20
DARK SOULS™ III,2015.0,25,14
Kung Fury,2010.0,2,1
Kung Fury,2013.0,2,1
Kung Fury,2014.0,4,2
Kung Fury,2015.0,76,49
Ember Strike,2014.0,1,1
Death Tractor,2015.0,2,1
Bitweb,2015.0,1,1
New kind of adventure,2015.0,7,4
Air Brawl,2015.0,8,4
Human Resource Machine,2015.0,10,5
Anno 2205™,2015.0,2,1
Viridi,2014.0,2,1
Viridi,2015.0,16,10
100% Orange Juice - Krila &amp; Kae Character Pack,2014.0,1,1
The Isle,2014.0,2,1
The Isle,2015.0,5,3
GUILTY GEAR Xrd -SIGN-,2014.0,2,1
GUILTY GEAR Xrd -SIGN-,2015.0,2,1
Big Fish Legend,2015.0,2,1
WildStar,2012.0,4,2
WildStar,2015.0,8,4
Hero Siege - Amazon (Class),2015.0,2,1
Big Thinkers 1st Grade,2013.0,2,1
Minecraft: Story Mode - A Telltale Games Series,2013.0,1,1
Minecraft: Story Mode - A Telltale Games Series,2015.0,26,14
Tiki Man,2015.0,2,1
Hide &amp; Hold Out - H2o,2013.0,2,1
Fallout 4,2012.0,2,1
Fallout 4,2013.0,13,7
Fallout 4,2014.0,32,17
Fallout 4,2015.0,236,134
Tom Clancy's Rainbow Six® Siege - Ultra HD Texture Pack,2015.0,3,2
Mushihimesama,2015.0,2,1
"Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord",2014.0,3,2
"Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord",2015.0,1,1
Nomad,2015.0,2,1
Untamed: Life Of A Cougar,2015.0,2,1
Blues and Bullets,2015.0,1,1
Thea: The Awakening,2015.0,2,1
LISA the Joyful,2014.0,2,1
FSX: Steam Edition - REX 4 Texture Direct Enhanced Edition Add-On,2014.0,2,1
FSX: Steam Edition - HD Airport Graphics Add-On,2014.0,2,1
DOOM,2011.0,2,1
DOOM,2013.0,15,8
DOOM,2014.0,51,28
DOOM,2015.0,27,15
Panzermadels: Tank Dating Simulator,2013.0,2,1
Panzermadels: Tank Dating Simulator,2014.0,2,1
Panzermadels: Tank Dating Simulator,2015.0,2,1
Fishing Planet,2015.0,13,7
Teeworlds,2010.0,2,1
Teeworlds,2015.0,3,2
Barbara-ian,2014.0,2,1
Shoppe Keep,2014.0,2,1
Shoppe Keep,2015.0,8,4
My Paper Boat,2015.0,2,1
Dragon Saga,2013.0,2,1
Dragon Saga,2014.0,2,1
Eon Altar,2012.0,2,1
Relic Hunters Zero,2014.0,2,1
Relic Hunters Zero,2015.0,9,6
Steve Chong Finds Out That Suicide is a Bad Idea,2015.0,2,1
FINAL FANTASY V,2015.0,2,1
Empyrion - Galactic Survival,2014.0,2,1
Empyrion - Galactic Survival,2015.0,9,5
Dungeon Souls,2014.0,4,2
Dungeon Souls,2015.0,2,1
Hue,2015.0,2,1
Battle of Empires : 1914-1918 -  British Empire,2015.0,2,1
Flesh Eaters,2015.0,8,4
The Ship: Remasted,2013.0,2,1
The Ship: Remasted,2015.0,2,1
Firewatch,2013.0,9,5
Firewatch,2014.0,28,14
Firewatch,2015.0,39,20
Rivals of Aether,2011.0,2,1
Rivals of Aether,2014.0,6,3
Rivals of Aether,2015.0,10,6
Cross of the Dutchman,2014.0,2,1
PAYDAY 2: Yakuza Character Pack,2015.0,6,4
PAYDAY 2: Gage Ninja Pack,2015.0,5,3
TeraBlaster,2015.0,3,2
Prominence Poker,2012.0,2,1
ABZU,2015.0,6,3
CPUCores :: Maximize Your FPS,2014.0,2,1
CPUCores :: Maximize Your FPS,2015.0,2,1
Dead In Bermuda,2015.0,2,1
Fingered,2015.0,2,1
NECROPOLIS: BRUTAL EDITION,2015.0,2,1
Zombie Party,2014.0,2,1
Aviary Attorney,2014.0,2,1
Aviary Attorney,2015.0,2,1
Battle for Blood - Epic battles within 30 seconds!,2015.0,2,1
Lamia Must Die,2015.0,2,1
Stray Cat Crossing,2015.0,2,1
Астролорды: Облако Оорта,2015.0,2,1
INK,2015.0,4,2
WWE 2K16,2013.0,2,1
WWE 2K16,2014.0,4,2
WWE 2K16,2015.0,2,2
NBA 2K17,2014.0,2,1
NBA 2K17,2015.0,2,1
Time Clickers,2013.0,2,1
Time Clickers,2014.0,1,1
Time Clickers,2015.0,23,12
Golden Rush,2015.0,2,1
Scott in Space,2015.0,2,1
Planetary Annihilation: TITANS,2014.0,5,3
Planetary Annihilation: TITANS,2015.0,6,3
Crossout,2013.0,2,1
SMITE®,2012.0,3,2
SMITE®,2013.0,6,3
SMITE®,2014.0,16,10
SMITE®,2015.0,72,39
Rake,2015.0,6,3
Ultimate Chicken Horse,2014.0,2,1
Ultimate Chicken Horse,2015.0,3,2
Steel Rain,2015.0,2,1
Ori and the Blind Forest: Definitive Edition,2014.0,2,1
Hyperdimension Neptunia U: Action Unleashed,2013.0,4,2
Hyperdimension Neptunia U: Action Unleashed,2014.0,2,1
Sol 0: Mars Colonization,2014.0,2,1
SMITE® - Ultimate God Pack,2014.0,1,1
SMITE® - Ultimate God Pack,2015.0,2,1
the static speaks my name,2013.0,1,1
the static speaks my name,2015.0,16,9
Scrap Mechanic,2014.0,10,5
Scrap Mechanic,2015.0,10,6
Borderless Gaming,2015.0,4,2
Five Nights at Freddy's 4,2014.0,2,1
Five Nights at Freddy's 4,2015.0,21,12
Day of the Tentacle Remastered,2015.0,1,1
Darksiders II Deathinitive Edition,2014.0,1,1
Oxenfree,2013.0,2,1
Oxenfree,2015.0,2,1
A Lenda do Herói - O Herói desta Canção,2014.0,2,1
Maximum Override,2013.0,2,1
Maximum Override,2014.0,2,1
Wild Animal Racing,2012.0,2,1
Mitos.is: The Game,2012.0,2,1
Mitos.is: The Game,2013.0,1,1
Mitos.is: The Game,2014.0,4,2
Mitos.is: The Game,2015.0,17,10
Bulb Boy,2014.0,2,1
Umbrella Corps™/Biohazard Umbrella Corps™,2014.0,1,1
Umbrella Corps™/Biohazard Umbrella Corps™,2015.0,2,1
Rocksmith® 2014 – The Black Keys - “Lonely Boy”,2015.0,2,1
PewDiePie: Legend of the Brofist,2015.0,4,2
Steel Ocean,2014.0,2,1
Steel Ocean,2015.0,8,4
Sora,2015.0,2,1
F1 2016,2013.0,2,1
F1 2016,2014.0,3,2
F1 2016,2015.0,2,1
Labyronia RPG,2015.0,2,1
Fingerbones,2014.0,2,1
Fingerbones,2015.0,4,2
WARMODE,2014.0,1,1
WARMODE,2015.0,15,8
Undertale,2010.0,2,1
Undertale,2011.0,2,1
Undertale,2012.0,6,3
Undertale,2013.0,24,14
Undertale,2014.0,64,34
Undertale,2015.0,231,126
UNDERTALE Soundtrack,2013.0,1,1
UNDERTALE Soundtrack,2015.0,2,1
Rocket League® - Supersonic Fury DLC Pack,2015.0,2,1
Layers of Fear,2015.0,8,5
Crashlands,2013.0,2,1
Crashlands,2014.0,4,2
Crashlands,2015.0,2,1
Silver Creek Falls: Chapter 1,2015.0,3,2
Don't Starve: Shipwrecked,2014.0,4,2
Don't Starve: Shipwrecked,2015.0,8,4
Squad,2013.0,4,2
Squad,2014.0,6,3
Squad,2015.0,19,10
World of Soccer online,2014.0,3,2
World of Soccer online,2015.0,7,4
Hurtworld,2013.0,2,1
Hurtworld,2014.0,2,1
Hurtworld,2015.0,20,12
Insanity Clicker,2014.0,1,1
Insanity Clicker,2015.0,2,1
Burning Man: Beyond Black Rock,2015.0,1,1
Pretty Girls Mahjong Solitaire,2014.0,2,1
Pretty Girls Mahjong Solitaire,2015.0,2,1
Atom Universe,2010.0,1,1
Battleborn,2012.0,2,1
Battleborn,2013.0,3,2
Battleborn,2014.0,7,4
Battleborn,2015.0,2,1
Punch Club,2014.0,2,1
Punch Club,2015.0,4,2
Hearts of Iron IV,2013.0,2,1
Hearts of Iron IV,2014.0,11,6
Hearts of Iron IV,2015.0,6,3
BattleStick,2014.0,2,1
HELLDIVERS™,2014.0,4,2
HELLDIVERS™,2015.0,5,3
Tower Unite,2013.0,2,1
Tower Unite,2014.0,6,3
Tower Unite,2015.0,5,3
Miracle Fly,2014.0,1,1
Arma 3 Apex,2014.0,1,1
Arma 3 Apex,2015.0,4,2
Ben and Ed,2014.0,2,1
HELLDIVERS™ - Weapons Pack,2015.0,2,1
Missing Translation,2015.0,10,5
Get Rich or Die Gaming,2015.0,2,1
World's Fastest Pizza,2014.0,2,1
World's Fastest Pizza,2015.0,1,1
Battlevoid: Harbinger,2014.0,2,1
ACE Academy,2015.0,4,2
Sphere III: Enchanted World,2015.0,2,1
MachineCraft,2013.0,2,1
MachineCraft,2014.0,1,1
SimplePlanes,2011.0,2,1
SimplePlanes,2013.0,2,1
SimplePlanes,2014.0,7,4
SimplePlanes,2015.0,8,4
Zoombinis,2013.0,2,1
Zoombinis,2015.0,5,3
Labyronia RPG 2,2015.0,1,1
Deus Ex: Revision,2014.0,2,1
Deus Ex: Revision,2015.0,2,1
Hyperspace Invaders II: Pixel Edition,2015.0,2,1
Invasion,2015.0,1,1
Protoshift,2015.0,2,1
Highschool Romance,2015.0,4,2
Timberman,2015.0,6,3
War of Beach,2015.0,2,1
Epistory - Typing Chronicles,2014.0,2,1
Armello - Usurpers Hero Pack,2014.0,2,1
Dragon's Wake,2015.0,2,1
Comedy Quest,2015.0,1,1
Rocket League® - Revenge of the Battle-Cars DLC Pack,2015.0,2,1
Destiny Warriors RPG,2015.0,4,2
Awesomenauts - Rockstar Announcer,2015.0,2,1
Else Heart.Break(),2015.0,2,1
The Deer,2015.0,1,1
Heaven Island - VR MMO,2014.0,2,1
Heaven Island - VR MMO,2015.0,2,1
MXGP2 - The Official Motocross Videogame,2013.0,2,1
MXGP2 - The Official Motocross Videogame,2015.0,2,1
Block N Load - 560 Platinum Bar Pack,2015.0,2,1
Rabi-Ribi,2013.0,2,1
Rabi-Ribi,2014.0,2,1
Dinosaur Hunt,2015.0,8,4
Poi,2015.0,2,1
The Binding of Isaac: Afterbirth,2014.0,2,1
The Binding of Isaac: Afterbirth,2015.0,29,17
3DMark Fire Strike benchmarks,2014.0,2,1
Atlas Reactor,2015.0,2,1
Kindred Spirits on the Roof,2015.0,2,1
The Coma: Cutting Class,2013.0,2,1
Crusaders of the Lost Idols,2015.0,4,2
Draw a Stickman: EPIC 2,2014.0,1,1
Planetbase,2014.0,6,3
Planetbase,2015.0,2,1
Stigmat,2015.0,1,1
Zero Punctuation: Hatfall - Hatters Gonna Hat Edition,2015.0,2,1
GabeN: The Final Decision,2015.0,1,1
ALPAGES : THE FIVE BOOKS,2014.0,2,1
Fallout 4 Season Pass,2013.0,2,1
Fallout 4 Season Pass,2014.0,2,1
Endless Sky,2015.0,8,4
SC2VN - The eSports Visual Novel,2015.0,8,5
Bitardia,2015.0,1,1
Rocket League® - Back to the Future™ Car Pack,2013.0,1,1
Rocket League® - Back to the Future™ Car Pack,2015.0,11,6
LEGO® MARVEL's Avengers,2013.0,2,1
Pony Island,2011.0,2,1
Pony Island,2012.0,2,1
Pony Island,2014.0,6,3
Pony Island,2015.0,6,3
Turok,2015.0,2,1
Refunct,2014.0,10,5
Refunct,2015.0,6,3
Over the Dream,2014.0,2,1
Umineko When They Cry - Question Arcs,2014.0,1,1
Soccer Manager 2016,2014.0,2,1
Dungeon of the Endless™ - Organic Matters Update,2015.0,2,1
Legend of Mysteria RPG,2014.0,2,1
Devilian,2015.0,3,2
ARK: Survival Of The Fittest,2014.0,2,1
ARK: Survival Of The Fittest,2015.0,7,4
Raiden Legacy - Steam Edition,2015.0,2,1
Guardians of Orion,2011.0,1,1
Guardians of Orion,2013.0,2,1
Guardians of Orion,2014.0,2,1
Guardians of Orion,2015.0,1,1
Princess Remedy in a World of Hurt,2015.0,2,1
Unfortunate Spacemen,2014.0,2,1
Timber and Stone,2015.0,2,1
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2013.0,2,1
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2014.0,5,3
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015.0,25,14
Contract,2014.0,2,1
SnakEscape,2014.0,2,1
The Fall of the Dungeon Guardians - Enhanced Edition,2015.0,2,1
Rogue Harvest,2015.0,2,1
Genesis Online,2015.0,2,1
KINGDOMS,2015.0,2,1
Pink Hour,2015.0,6,3
BioShock™ Remastered,2014.0,2,1
BioShock™ Remastered,2015.0,6,3
12 is Better Than 6,2015.0,2,1
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2013.0,2,1
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2014.0,4,2
EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2015.0,2,1
Liftoff,2015.0,6,3
Suits: A Business RPG,2013.0,2,1
Suits: A Business RPG,2014.0,2,1
Suits: A Business RPG,2015.0,2,1
Angels That Kill Demo,2015.0,2,1
Starward Rogue,2014.0,2,1
SHOWTIME 2073,2014.0,2,1
Dota 2 Player Profiles,2015.0,1,1
Melty Blood Actress Again Current Code,2013.0,2,1
Melty Blood Actress Again Current Code,2014.0,1,1
Reveal The Deep,2015.0,4,2
Zombie Exodus,2015.0,2,1
SENRAN KAGURA SHINOVI VERSUS,2014.0,2,1
TY the Tasmanian Tiger,2014.0,2,1
Electric Highways,2015.0,3,2
GASP,2015.0,2,1
The Black Death,2013.0,2,1
Metal War Online: Retribution,2015.0,2,1
STEINS;GATE,2013.0,2,1
Drift Streets Japan,2013.0,2,1
Drift Streets Japan,2014.0,7,4
Drift Streets Japan,2015.0,12,6
Back to Dinosaur Island,2015.0,1,1
Stardew Valley,2011.0,2,1
Stardew Valley,2012.0,4,2
Stardew Valley,2013.0,28,16
Stardew Valley,2014.0,52,33
Stardew Valley,2015.0,60,36
Metal Assault,2014.0,2,1
Danganronpa: Trigger Happy Havoc,2013.0,2,1
Danganronpa: Trigger Happy Havoc,2014.0,4,2
Danganronpa: Trigger Happy Havoc,2015.0,2,1
Danganronpa 2: Goodbye Despair,2014.0,2,1
Danganronpa 2: Goodbye Despair,2015.0,2,1
CS:GO Player Profiles,2015.0,14,9
Life is Hard,2013.0,2,1
Junk Jack,2014.0,2,1
Junk Jack,2015.0,2,1
One More Dungeon,2015.0,4,2
Nyan Cat: Lost In Space,2015.0,5,4
OmniBus,2015.0,2,1
Written in the Sky,2015.0,2,1
Rubber Ducky and the Rainbow Gun,2014.0,1,1
Diabolical,2015.0,4,2
Pay2Win: The Tricks Exposed,2014.0,2,1
Tom Clancy's Rainbow Six® Siege - The Safari Bundle,2015.0,2,1
Left Alone,2013.0,2,1
Emily is Away,2012.0,2,1
Emily is Away,2014.0,8,5
Emily is Away,2015.0,195,117
Major\Minor,2015.0,2,1
Turbo Pug,2015.0,24,13
Helen's Mysterious Castle,2015.0,2,1
Wick,2015.0,2,1
RWBY: Grimm Eclipse,2013.0,5,3
RWBY: Grimm Eclipse,2014.0,4,2
RWBY: Grimm Eclipse,2015.0,30,15
Idle Civilization,2015.0,2,1
Warhammer: End Times - Vermintide Sigmar's Blessing,2015.0,3,2
"That Dragon, Cancer",2015.0,2,1
The Deed,2014.0,2,1
Plantera,2014.0,2,1
Plantera,2015.0,1,1
A Study in Steampunk: Choice by Gaslight,2015.0,2,1
CUPID - A free to play Visual Novel,2014.0,2,1
PAYDAY 2: The Point Break Heists,2014.0,3,2
PAYDAY 2: The Point Break Heists,2015.0,3,2
Godus Wars,2012.0,2,1
Godus Wars,2015.0,2,1
Devil Daggers,2012.0,2,1
Devil Daggers,2014.0,5,3
Devil Daggers,2015.0,6,3
Community College Hero: Trial by Fire,2015.0,2,1
Furi,2014.0,2,1
Project Highrise,2015.0,2,1
Apocalypse Hotel - The Post-Apocalyptic Hotel Simulator!,2015.0,2,1
Carpe Diem,2013.0,2,1
Carpe Diem,2014.0,2,2
Carpe Diem,2015.0,19,12
Iron Snout,2012.0,2,1
Iron Snout,2013.0,4,2
Iron Snout,2014.0,14,9
Iron Snout,2015.0,9,6
Wolcen: Lords of Mayhem,2014.0,2,1
One Piece Burning Blood,2014.0,2,1
HunieCam Studio,2015.0,3,2
Fernbus Simulator,2013.0,2,1
DEAD RISING®,2012.0,2,1
DEAD RISING®,2015.0,2,1
8-Bit Armies,2015.0,2,1
Orcs Must Die! Unchained,2013.0,3,2
Orcs Must Die! Unchained,2014.0,7,5
Orcs Must Die! Unchained,2015.0,6,3
Factorio,2013.0,10,6
Factorio,2014.0,13,7
Factorio,2015.0,31,16
Who's Your Daddy,2013.0,4,2
Who's Your Daddy,2014.0,7,4
Who's Your Daddy,2015.0,6,5
CALENDULA,2015.0,2,1
Zavix Tower,2015.0,2,1
The Withering,2015.0,2,1
TurnOn,2014.0,2,1
Youtubers Life,2013.0,2,1
Youtubers Life,2014.0,4,2
Youtubers Life,2015.0,2,1
The Quest,2015.0,2,1
"Linea, the Game",2015.0,2,1
Feed and Grow: Fish,2015.0,2,1
Sepia Tears,2014.0,2,1
Sepia Tears,2015.0,2,1
The Walking Dead: Michonne - A Telltale Miniseries,2015.0,6,4
Spellweaver,2013.0,2,1
Squirbs,2013.0,2,1
IMSCARED,2013.0,6,3
Of Kings And Men,2014.0,2,1
Golf With Your Friends,2012.0,1,1
Golf With Your Friends,2013.0,6,3
Golf With Your Friends,2014.0,14,8
Golf With Your Friends,2015.0,5,4
Clash of the Monsters,2015.0,2,1
Mystic Destinies: Serendipity of Aeons,2015.0,2,1
Hard Room,2015.0,2,1
Rivalry,2013.0,1,1
3DRPG,2014.0,2,1
What's under your blanket !?,2012.0,2,1
What's under your blanket !?,2013.0,1,1
What's under your blanket !?,2014.0,3,2
What's under your blanket !?,2015.0,1,1
And So It Was,2014.0,2,1
XCOM 2: Anarchy's Children,2014.0,2,1
XCOM 2: Anarchy's Children,2015.0,2,1
XCOM 2: Alien Hunters,2014.0,1,1
JourneyQuest Season One,2014.0,2,1
Slime Rancher,2013.0,2,1
Slime Rancher,2014.0,20,10
Slime Rancher,2015.0,16,8
Heliborne,2014.0,2,1
H1Z1,2013.0,7,4
H1Z1,2014.0,8,4
H1Z1,2015.0,10,6
Bit Blaster XL,2013.0,2,1
Bit Blaster XL,2014.0,4,2
Bit Blaster XL,2015.0,6,3
Last Hope - Tower Defense,2015.0,1,1
Masked Shooters 2,2013.0,2,1
My Name is Mayo,2013.0,3,2
My Name is Mayo,2014.0,6,3
My Name is Mayo,2015.0,4,3
Buried: An Interactive Story,2014.0,2,1
The Chosen RPG,2015.0,2,1
Blood and Bacon,2012.0,2,1
Blood and Bacon,2013.0,2,1
Blood and Bacon,2014.0,6,4
Blood and Bacon,2015.0,5,3
Pythagoria,2015.0,2,1
Half Dead,2013.0,2,1
Half Dead,2014.0,2,1
The Renegades of Orion 2.0,2015.0,1,1
Lost Lands: Mahjong,2014.0,3,2
The Final Station,2015.0,2,1
Fallout 4 - Automatron,2012.0,1,1
Fallout 4 - Automatron,2013.0,2,1
Fallout 4 - Automatron,2014.0,3,2
Fallout 4 - Automatron,2015.0,2,1
Fallout 4 - Wasteland Workshop,2014.0,3,2
Fallout 4 Far Harbor,2014.0,3,2
Fallout 4 Far Harbor,2015.0,3,2
Factorio - Soundtrack,2012.0,2,1
Expansion - Europa Universalis IV: Mare Nostrum,2015.0,2,1
Governor of Poker 3,2015.0,3,2
Gamma Bros 1.5,2014.0,2,1
Diaries of a Spaceport Janitor,2015.0,2,1
Line of Sight,2013.0,2,1
Party Jousting,2015.0,2,1
Surfingers,2014.0,2,1
Learn Japanese To Survive! Hiragana Battle,2013.0,2,1
LEGO® STAR WARS™: The Force Awakens,2014.0,2,1
LEGO® STAR WARS™: The Force Awakens,2015.0,3,2
One Troll Army,2013.0,2,1
Rocket League® - Batman v Superman: Dawn of Justice Car Pack,2015.0,2,1
Legends of Callasia,2015.0,2,1
HITMAN™: Episode 3 - Marrakesh,2014.0,2,1
Warhammer: End Times - Vermintide Last Stand,2015.0,2,1
Polandball: Can into Space!,2014.0,1,1
JourneyQuest Season Two,2014.0,2,1
PAYDAY 2: Wolf Pack,2012.0,2,1
PAYDAY 2: Wolf Pack,2013.0,2,1
PAYDAY 2: Wolf Pack,2014.0,2,1
PAYDAY 2: Wolf Pack,2015.0,1,1
Elite Dangerous: Pilot Starter Pack,2015.0,2,1
Fragmented,2014.0,2,1
I am Setsuna,2014.0,2,1
OutDrive,2015.0,1,1
Riders of Icarus,2013.0,2,1
Riders of Icarus,2014.0,4,2
Riders of Icarus,2015.0,5,3
Antenna,2014.0,2,1
Antenna,2015.0,4,2
This Is the Police,2015.0,4,2
Paladins®,2012.0,2,1
Paladins®,2013.0,4,2
Paladins®,2014.0,9,5
Paladins®,2015.0,3,2
Princess Edge - Dragonstone,2014.0,2,1
Bloons TD Battles,2015.0,2,1
Death Stair,2013.0,2,1
The Average Everyday Adventures of Samantha Browne,2015.0,2,1
Flowers -Le volume sur printemps- Demo,2015.0,2,1
Settled,2013.0,2,1
Jalopy,2013.0,2,1
Bunker Punks,2013.0,2,1
New York Taxi Simulator,2015.0,1,1
IS Defense,2013.0,1,1
IS Defense,2015.0,4,2
Overcooked,2014.0,2,1
Square's Route,2015.0,2,1
The Bottom of the Well,2014.0,2,1
Jesus Christ RPG Trilogy,2014.0,3,2
Rock Paper Scissors Champion,2014.0,1,1
Istrolid,2014.0,3,2
Istrolid,2015.0,6,3
Atulos Online,2014.0,3,2
There's Poop In My Soup,2014.0,2,1
There's Poop In My Soup,2015.0,2,1
Chicken Invaders 2,2015.0,1,1
REDCON,2012.0,2,1
Expansion - Crusader Kings II: The Reaper's Due,2015.0,2,1
PAYDAY 2: Biker Character Pack,2013.0,1,1
PAYDAY 2: Biker Character Pack,2015.0,2,1
Ember Kaboom,2015.0,2,1
[the Sequence],2015.0,2,1
"Don't Die Dateless, Dummy!",2014.0,1,1
STAR WARS™: Rogue Squadron 3D,2015.0,1,1
Rocket League® - Aftershock,2014.0,2,1
Rocket League® - Masamune,2015.0,2,1
Moustache Mountain,2015.0,2,1
March of the Living,2015.0,2,1
Snooker Nation Championship,2013.0,2,1
Crush Crush,2014.0,4,2
Crush Crush,2015.0,4,3
Megadimension Neptunia VII,2014.0,4,2
Euro Truck Simulator 2 - Mighty Griffin Tuning Pack,2015.0,2,1
Massive,2014.0,2,1
MANDAGON,2013.0,4,2
MANDAGON,2015.0,6,3
FPV Air Tracks,2012.0,1,1
FPV Air Tracks,2014.0,2,1
AdVenture Communist,2014.0,2,1
AdVenture Communist,2015.0,2,1
Farnham Fables,2015.0,2,1
One Thousand Lies,2013.0,2,1
One Thousand Lies,2015.0,2,1
Neon Space ULTRA,2011.0,1,1
ChuSingura46+1 S,2013.0,1,1
ChuSingura46+1 S,2015.0,3,2
Sector Six,2015.0,2,1
Worm.is: The Game,2014.0,1,1
Worm.is: The Game,2015.0,4,2
Zero G Arena,2014.0,6,3
SWORDY,2014.0,2,1
PAYDAY 2: Sydney Character Pack,2014.0,2,1
PAYDAY 2: Sydney Character Pack,2015.0,4,2
Super Mega Neo Pug,2015.0,1,1
Ortus Regni,2014.0,2,1
Elisa: The Innkeeper - Prequel,2015.0,2,1
Memory Oblivion Box,2014.0,1,1
The Center - ARK Expansion Map,2014.0,2,1
